player_id,活跃天数,平均每日时长(min),完成任务数,PVP次数,等级
124,26,152,56,42,30
125,10,11,193,38,2
126,4,140,127,14,12
127,14,19,110,19,44
128,24,157,50,49,3
129,38,83,75,4,41
130,37,25,63,45,18
131,39,13,49,4,31
132,23,33,45,36,15
133,11,65,105,30,15
134,8,58,60,19,47
135,6,15,161,31,35
136,34,18,112,48,45
137,37,11,59,16,22
138,33,25,29,15,9
139,45,147,126,41,36
140,55,57,188,33,45
141,10,140,190,30,35
142,36,158,23,15,31
143,7,53,49,24,14
144,51,110,47,14,35
145,17,105,3,29,10
146,20,116,177,49,2
147,58,84,140,19,8
148,47,148,70,21,30
149,28,171,169,35,45
150,24,10,128,44,12
151,38,172,51,16,20
152,9,15,159,30,16
153,54,27,76,25,6
154,30,82,197,28,9
155,39,32,134,42,5
156,53,34,154,23,11
157,36,133,84,21,23
158,17,111,53,10,15
159,52,179,40,19,36
160,16,127,74,18,24
161,34,133,123,26,34
162,43,26,48,9,22
163,7,122,108,12,9
164,27,18,171,22,25
165,51,47,147,44,28
166,7,127,30,46,43
167,49,178,180,39,12
168,32,150,61,18,20
169,16,130,3,4,3
170,19,155,120,40,13
171,49,19,151,41,37
172,26,122,106,44,1
173,1,130,111,18,35
174,43,110,118,1,27
175,30,91,93,11,3
176,43,78,145,6,16
177,15,45,178,46,9
178,54,127,34,3,36
179,3,14,120,8,26
180,20,174,115,7,14
181,19,118,40,32,2
182,27,145,184,47,18
183,1,29,153,14,5
184,45,122,163,24,30
185,52,171,115,42,23
186,13,113,99,31,36
187,33,51,197,9,38
188,43,34,84,22,7
189,24,104,194,42,16
190,11,124,115,5,26
191,5,146,184,1,36
192,43,174,20,9,30
193,48,172,151,17,24
194,32,99,145,41,8
195,35,61,128,22,49
196,52,13,180,9,14
197,51,148,45,14,16
198,19,48,151,12,29
199,1,142,137,44,7
200,15,29,16,23,44
201,19,127,29,37,38
202,4,67,152,13,6
203,25,68,134,28,5
204,46,160,133,27,21
205,36,174,86,17,43
206,8,60,36,37,37
207,45,150,142,28,40
208,49,170,127,38,5
209,26,94,59,19,15
210,36,157,177,13,29
211,18,67,165,13,47
212,28,91,65,47,48
213,33,69,103,47,38
214,36,97,87,32,44
215,5,170,158,4,49
216,54,15,186,13,45
217,36,127,179,48,49
218,51,109,17,43,8
219,28,83,13,24,4
220,17,100,29,48,5
221,14,88,85,16,32
222,57,44,0,4,19
223,29,41,180,22,25
224,53,12,11,15,27
225,15,25,175,9,28
226,3,45,0,41,5
227,3,130,149,28,27
228,19,168,26,9,45
229,55,133,8,40,35
230,33,171,104,5,16
231,36,100,157,24,45
232,48,127,177,13,13
233,26,137,90,40,40
234,39,14,170,46,10
235,16,84,56,34,34
236,51,28,160,29,35
237,24,151,32,29,18
238,29,121,179,5,24
239,40,71,1,32,11
240,45,43,9,46,33
241,27,87,44,37,19
242,7,151,10,26,27
243,9,87,58,34,6
244,39,77,102,16,37
245,45,173,56,47,9
246,55,123,0,6,43
247,58,91,73,3,26
248,4,92,104,35,43
249,37,37,63,29,13
250,34,149,164,12,25
251,7,28,24,20,23
252,4,103,7,47,23
253,9,44,4,49,25
254,2,80,38,41,23
255,56,16,156,12,8
256,55,117,43,35,47
257,27,142,39,19,21
258,32,62,150,29,19
259,20,54,162,6,46
260,57,43,182,31,34
261,55,65,42,48,24
262,21,30,60,45,26
263,17,32,29,25,37
264,42,107,143,39,19
265,43,96,108,31,16
266,51,45,18,23,9
267,13,148,105,35,3
268,24,19,28,25,14
269,6,175,160,2,41
270,26,110,95,45,7
271,60,11,88,5,25
272,32,76,28,19,17
273,55,84,37,30,46
274,2,53,1,7,21
275,5,163,108,22,25
276,5,33,180,9,32
277,14,53,187,38,30
278,51,46,194,39,27
279,6,23,170,22,37
280,20,126,106,27,4
281,34,164,29,30,45
282,17,144,113,6,7
283,3,133,126,2,32
284,55,139,191,22,29
285,33,88,71,38,6
286,9,79,4,6,1
287,6,78,57,30,32
288,9,63,68,8,32
289,18,38,92,16,35
290,40,60,96,20,37
291,8,43,89,17,26
292,17,90,112,46,37
293,55,81,95,43,34
294,25,152,165,38,31
295,25,25,184,34,49
296,53,163,94,29,21
297,9,155,49,2,49
298,59,173,154,37,10
299,9,144,163,18,29
300,4,166,152,0,34
301,15,17,198,25,43
302,10,158,37,44,9
303,15,144,21,27,25
304,17,41,26,24,45
305,38,171,177,10,31
306,37,28,98,5,36
307,3,93,152,24,7
308,19,33,53,49,36
309,21,87,2,22,47
310,54,163,10,0,47
311,54,138,110,21,7
312,39,161,2,8,27
313,1,143,119,34,4
314,24,13,186,18,9
315,18,67,184,31,32
316,17,166,151,7,27
317,32,77,85,45,26
318,29,13,115,34,13
319,48,88,141,37,39
320,2,56,53,40,16
321,41,97,49,35,28
322,3,159,11,2,30
323,60,39,199,38,46
324,7,108,144,28,38
325,22,129,105,45,29
326,38,165,122,30,20
327,8,165,186,8,17
328,35,87,17,49,18
329,4,141,119,26,11
330,43,112,127,5,30
331,43,98,7,31,24
332,21,138,64,37,8
333,37,98,105,42,17
334,54,68,199,21,11
335,15,131,85,49,25
336,45,105,151,29,45
337,28,96,2,35,48
338,58,155,22,30,37
339,42,174,37,6,30
340,47,70,46,27,10
341,5,68,151,41,29
342,33,143,48,46,49
343,60,11,165,17,37
344,4,127,153,37,46
345,5,148,21,40,41
346,45,146,163,30,49
347,53,131,34,24,23
348,3,121,107,36,22
349,60,84,199,13,44
350,55,31,198,44,34
351,21,178,176,25,15
352,6,64,56,10,38
353,11,13,77,32,9
354,25,79,76,33,12
355,8,144,148,41,47
356,53,137,99,16,19
357,28,24,147,42,25
358,52,35,55,3,5
359,1,112,169,12,44
360,53,169,97,11,36
361,52,168,105,27,15
362,26,104,102,12,37
363,32,135,199,16,42
364,4,165,157,21,28
365,47,70,109,49,49
366,24,94,35,9,31
367,43,137,193,21,5
368,34,112,91,47,38
369,47,146,42,45,25
370,24,165,32,39,10
371,47,69,106,10,37
372,31,147,74,4,48
373,58,41,81,30,47
374,9,174,21,34,3
375,49,158,198,19,16
376,58,35,125,43,12
377,51,110,18,30,27
378,15,162,174,28,2
379,29,37,10,17,27
380,10,144,71,2,49
381,49,40,39,9,32
382,13,55,123,40,40
383,2,26,50,18,8
384,14,27,113,36,34
385,53,116,190,41,21
386,44,28,5,15,33
387,41,133,86,16,28
388,16,93,175,11,9
389,59,142,88,9,39
390,4,151,53,36,14
391,22,16,89,30,21
392,30,170,140,34,40
393,21,28,25,14,12
394,55,111,33,21,42
395,40,78,115,45,43
396,8,147,62,23,4
397,36,119,26,39,34
398,15,24,7,14,17
399,10,12,65,6,35
400,50,106,171,2,33
401,50,40,171,49,25
402,32,80,85,3,49
403,16,32,98,18,12
404,47,57,50,32,6
405,15,97,124,35,45
406,39,124,127,34,48
407,39,68,115,42,46
408,44,84,43,49,4
409,1,64,38,38,19
410,3,75,160,3,17
411,53,135,135,10,23
412,17,89,41,41,21
413,55,136,134,20,1
414,12,139,53,22,10
415,49,31,94,43,40
416,35,78,99,33,41
417,55,97,38,43,24
418,2,156,53,14,1
419,35,107,127,22,40
420,11,141,173,12,47
421,27,76,71,44,5
422,58,171,188,5,18
423,19,16,133,42,42
424,20,10,128,19,15
425,11,165,34,23,3
426,59,127,52,41,41
427,54,55,130,44,7
428,28,147,11,11,22
429,17,98,171,9,39
430,12,36,129,22,35
431,5,12,54,0,40
432,39,173,104,13,28
433,55,103,110,17,27
434,26,153,115,27,45
435,23,172,138,2,15
436,40,158,66,3,7
437,12,49,1,36,6
438,2,95,57,17,34
439,7,141,84,48,25
440,12,106,125,34,17
441,43,168,80,32,31
442,11,106,116,29,8
443,24,177,50,18,6
444,21,136,61,13,11
445,49,157,52,34,36
446,23,85,135,2,45
447,12,39,50,14,31
448,45,67,130,4,42
449,28,65,158,37,7
450,48,106,41,44,17
451,34,164,58,43,31
452,37,29,91,19,11
453,1,13,24,16,34
454,6,102,181,7,5
455,55,77,195,18,29
456,4,65,171,10,16
457,40,20,72,21,21
458,58,44,197,49,2
459,42,61,97,43,32
460,13,173,100,7,29
461,19,162,81,16,48
462,21,71,121,1,12
463,34,171,18,30,42
464,25,70,180,23,17
465,23,54,152,39,19
466,23,148,125,25,15
467,59,166,93,15,48
468,6,179,47,39,25
469,18,165,17,4,1
470,3,44,99,26,16
471,40,51,192,26,45
472,34,126,52,35,35
473,6,101,133,12,38
474,34,75,66,22,1
475,45,118,79,41,37
476,2,85,74,27,38
477,15,143,161,48,2
478,31,123,58,26,28
479,33,50,24,9,22
480,43,165,195,37,17
481,52,55,33,0,14
482,2,110,166,16,4
483,29,23,110,11,44
484,8,32,165,40,16
485,4,85,191,26,19
486,1,118,23,3,10
487,59,165,63,3,8
488,1,83,94,8,11
489,47,80,28,26,29
490,29,145,135,13,24
491,44,90,126,5,24
492,38,178,156,11,9
493,25,166,9,3,15
494,18,119,128,39,11
495,12,137,186,16,23
496,11,156,114,26,9
497,5,130,165,27,22
498,7,51,110,46,22
499,59,73,3,40,19
500,53,178,159,41,33
501,37,15,23,25,4
502,43,136,56,19,7
503,35,152,130,22,45
504,53,16,191,47,39
505,33,21,88,0,42
506,9,74,94,26,9
507,17,60,80,10,13
508,60,130,112,48,3
509,47,118,62,42,36
510,47,123,36,46,31
511,3,153,150,32,1
512,40,37,198,9,27
513,17,59,106,8,2
514,39,93,132,48,13
515,13,126,39,18,12
516,3,157,104,29,26
517,19,121,97,31,1
518,37,52,73,8,2
519,46,62,132,46,20
520,6,80,196,38,13
521,34,162,107,44,2
522,35,64,82,39,30
523,39,150,66,37,38
524,14,56,111,39,41
525,54,27,155,7,39
526,12,137,121,41,28
527,28,119,125,32,39
528,39,25,44,7,47
529,2,173,170,1,41
530,39,113,10,6,17
531,49,108,181,20,9
532,38,157,169,38,15
533,25,169,141,10,39
534,27,84,124,29,13
535,56,167,155,28,37
536,59,42,148,39,5
537,34,22,112,1,14
538,57,90,140,23,2
539,28,178,48,19,7
540,43,140,71,49,35
541,42,14,80,8,43
542,46,163,188,9,8
543,27,144,95,37,23
544,9,155,142,47,28
545,29,48,28,46,18
546,8,130,186,23,13
547,54,54,61,28,49
548,52,111,193,8,42
549,39,86,169,14,45
550,2,74,168,16,31
551,56,44,98,39,19
552,17,32,127,18,5
553,39,157,83,1,24
554,38,111,169,33,17
555,36,102,193,26,2
556,14,110,74,2,33
557,23,143,37,6,20
558,1,22,183,44,22
559,1,32,54,45,33
560,3,13,154,25,8
561,40,45,91,11,35
562,23,71,72,47,34
563,28,152,50,15,3
564,16,20,30,24,35
565,29,62,44,46,28
566,33,31,177,37,41
567,32,167,158,2,12
568,55,117,90,7,25
569,47,155,176,35,1
570,23,170,80,9,9
571,47,155,168,42,11
572,47,123,161,30,1
573,46,63,102,17,47
574,53,80,116,47,38
575,33,130,114,33,43
576,55,131,79,15,18
577,59,158,71,21,40
578,58,107,21,37,34
579,42,153,48,48,46
580,33,22,178,19,34
581,38,22,80,18,11
582,3,98,106,0,29
583,34,51,104,49,34
584,49,106,113,38,49
585,28,135,105,32,15
586,8,34,147,33,6
587,49,155,0,40,39
588,9,62,115,38,2
589,5,89,110,22,40
590,31,36,124,36,11
591,53,33,133,45,31
592,35,161,22,15,48
593,58,74,127,5,10
594,35,169,194,10,13
595,5,82,25,10,17
596,33,142,131,9,10
597,47,159,185,1,25
598,13,65,96,7,9
599,25,33,139,44,35
600,43,39,155,26,19
601,24,149,2,32,8
602,55,125,186,33,22
603,11,149,26,39,36
604,51,30,50,2,46
605,19,20,52,15,10
606,11,94,120,37,28
607,33,139,2,47,34
608,30,100,167,19,5
609,14,51,91,35,27
610,1,34,58,26,47
611,31,84,162,35,46
612,3,129,98,4,6
613,43,26,36,33,46
614,25,99,46,35,46
615,25,24,28,42,25
616,51,92,63,15,12
617,54,10,165,25,15
618,18,98,157,33,20
619,44,135,132,8,23
620,58,123,110,48,9
621,54,50,10,28,10
622,34,41,105,24,31
623,14,28,16,12,4
624,45,177,15,26,29
625,44,59,108,43,1
626,27,30,120,1,39
627,31,145,126,6,10
628,43,156,66,16,23
629,2,67,69,32,27
630,54,158,51,17,2
631,32,64,110,17,47
632,37,136,7,30,5
633,34,44,96,26,27
634,57,60,136,27,45
635,58,94,3,44,12
636,34,167,158,36,41
637,30,116,2,20,19
638,33,104,28,24,33
639,24,140,128,23,25
640,33,167,41,13,8
641,26,55,174,6,25
642,41,179,26,6,15
643,36,141,37,18,14
644,41,72,104,3,20
645,59,129,137,7,45
646,6,57,88,5,39
647,57,129,43,34,19
648,17,164,198,43,35
649,24,14,44,31,9
650,16,104,155,1,40
651,44,134,75,16,47
652,24,56,188,17,14
653,5,33,46,25,25
654,24,21,89,35,35
655,54,123,93,43,18
656,26,139,98,15,39
657,20,51,189,43,9
658,28,33,175,44,21
659,20,15,129,8,33
660,29,78,105,3,48
661,34,170,161,21,36
662,57,178,109,30,46
663,51,33,105,1,40
664,54,80,47,6,27
665,28,74,127,17,49
666,56,177,181,26,48
667,26,17,58,44,26
668,47,170,128,14,28
669,32,44,139,7,40
670,21,161,125,8,35
671,18,72,85,27,15
672,12,12,2,44,35
673,35,101,74,45,32
674,54,17,153,18,45
675,22,147,145,40,1
676,53,144,138,15,18
677,57,68,105,36,27
678,29,136,54,20,47
679,19,60,114,33,30
680,18,165,184,33,17
681,56,177,6,25,20
682,18,80,198,24,11
683,44,85,146,21,28
684,47,47,187,21,33
685,49,126,96,24,39
686,16,175,158,19,43
687,44,141,47,26,2
688,58,157,144,33,15
689,59,44,180,37,15
690,56,133,131,13,24
691,19,139,66,6,39
692,49,111,53,1,14
693,52,177,69,40,13
694,9,89,144,49,10
695,33,89,188,41,6
696,56,75,193,7,3
697,13,125,13,12,6
698,11,30,84,35,41
699,33,154,127,37,5
700,37,158,24,44,4
701,30,49,50,17,42
702,39,41,17,28,13
703,46,81,36,5,6
704,9,85,130,22,35
705,23,67,186,31,14
706,24,32,136,8,5
707,32,89,87,45,15
708,49,80,177,31,33
709,38,113,101,19,41
710,4,88,58,34,30
711,44,17,5,9,21
712,41,59,42,6,10
713,46,170,3,7,37
714,27,64,117,10,13
715,11,126,192,26,40
716,21,160,124,27,35
717,14,121,126,28,47
718,18,131,31,3,23
719,59,63,32,29,5
720,24,61,89,22,39
721,20,97,132,22,25
722,41,76,25,13,18
723,26,23,157,45,26
724,31,11,162,49,46
725,52,134,198,23,5
726,16,83,139,22,44
727,41,137,7,44,37
728,48,119,130,41,41
729,42,43,197,36,3
730,39,35,44,48,46
731,19,162,194,49,39
732,7,70,103,47,29
733,52,77,51,1,39
734,16,28,195,3,8
735,24,11,55,16,28
736,6,59,65,43,1
737,40,167,107,9,6
738,16,63,9,1,1
739,57,153,186,23,39
740,36,48,196,19,34
741,39,82,125,37,15
742,15,87,136,28,24
743,40,176,32,19,14
744,50,60,174,16,47
745,4,169,123,25,44
746,56,33,21,42,14
747,2,50,164,45,27
748,14,18,13,13,11
749,60,102,96,17,26
750,22,44,148,47,41
751,2,177,102,18,17
752,20,76,174,19,6
753,4,177,144,24,18
754,52,25,135,39,17
755,34,36,74,43,5
756,18,153,176,44,45
757,50,17,193,25,30
758,48,77,73,2,41
759,55,115,189,11,45
760,47,126,34,5,2
761,49,158,178,23,37
762,20,115,14,2,37
763,26,16,49,48,6
764,7,127,10,9,42
765,54,150,36,39,20
766,19,106,63,41,13
767,24,49,106,48,43
768,11,131,193,13,13
769,16,171,165,48,36
770,1,86,154,1,9
771,36,21,136,17,20
772,28,116,45,23,7
773,13,173,174,1,33
774,11,157,132,32,39
775,54,117,123,15,38
776,6,155,111,41,18
777,59,54,32,46,3
778,30,73,62,29,38
779,52,91,168,30,49
780,58,140,96,21,23
781,37,108,192,16,36
782,34,178,1,36,15
783,50,109,117,31,18
784,28,38,150,43,33
785,9,172,86,19,13
786,31,62,108,7,44
787,6,120,25,40,7
788,60,127,8,31,42
789,58,103,159,41,9
790,6,80,188,29,34
791,36,23,96,40,2
792,20,102,118,26,24
793,40,170,146,34,8
794,32,57,18,14,6
795,47,165,160,30,49
796,49,87,135,21,22
797,32,101,181,44,26
798,5,33,160,41,31
799,38,87,126,3,45
800,37,42,34,29,8
801,10,116,128,5,27
802,37,52,146,8,36
803,47,175,195,8,39
804,2,14,160,29,24
805,7,143,116,34,20
806,11,118,164,7,9
807,1,125,115,41,48
808,14,137,50,35,32
809,21,174,175,12,1
810,6,106,151,18,46
811,48,87,1,3,29
812,26,175,115,34,39
813,17,17,193,5,31
814,26,10,139,1,49
815,7,95,72,37,38
816,48,167,51,31,28
817,1,31,144,11,21
818,15,115,35,7,37
819,31,165,75,43,48
820,36,79,106,20,7
821,6,105,85,25,40
822,19,134,28,42,49
823,6,137,17,13,14
824,30,70,178,29,46
825,35,54,120,26,42
826,45,26,94,5,28
827,57,25,54,30,46
828,17,122,194,2,21
829,16,37,78,39,1
830,10,150,79,16,17
831,36,164,111,24,22
832,45,26,8,12,19
833,18,125,85,5,43
834,10,119,83,37,15
835,52,147,90,6,18
836,37,55,77,37,44
837,4,44,89,40,15
838,60,47,91,34,26
839,8,55,170,28,38
840,24,179,13,43,34
841,47,132,142,10,31
842,34,46,99,4,43
843,12,35,177,4,10
844,24,55,107,25,22
845,58,163,160,20,3
846,42,41,37,33,9
847,44,95,90,4,24
848,27,103,183,38,28
849,57,177,121,2,10
850,38,70,63,2,44
851,52,51,114,41,28
852,17,88,67,36,44
853,50,122,0,24,36
854,16,175,5,6,27
855,47,148,44,37,19
856,41,170,144,16,48
857,27,100,197,31,14
858,35,17,95,11,20
859,49,125,187,7,24
860,26,47,24,25,18
861,48,81,18,2,10
862,54,20,5,31,25
863,6,42,144,49,28
864,45,119,99,37,39
865,46,88,99,5,10
866,1,16,84,47,30
867,36,18,60,38,4
868,19,19,166,5,14
869,52,133,152,41,23
870,34,87,0,17,31
871,6,12,170,42,22
872,5,32,170,49,16
873,39,114,157,12,18
874,31,165,190,10,17
875,39,61,98,21,32
876,42,52,190,1,11
877,7,122,35,25,43
878,55,145,70,10,27
879,5,85,12,18,22
880,35,94,100,6,23
881,28,95,33,23,12
882,27,92,28,40,28
883,6,50,17,13,3
884,40,163,157,32,17
885,18,12,158,10,47
886,17,163,83,3,20
887,55,134,189,15,44
888,53,160,110,20,8
889,1,131,169,9,24
890,19,170,119,26,18
891,5,149,170,48,4
892,10,15,74,49,45
893,10,77,63,33,27
894,24,105,9,8,39
895,60,86,108,21,32
896,2,121,196,49,40
897,11,137,63,22,17
898,4,101,92,7,41
899,60,112,71,30,27
900,23,45,118,11,3
901,7,120,98,48,31
902,15,84,74,21,6
903,23,10,175,45,30
904,35,169,120,35,44
905,11,132,160,4,12
906,39,45,148,17,46
907,31,86,83,11,28
908,2,42,135,46,34
909,10,61,54,19,12
910,48,52,186,42,39
911,5,14,93,4,43
912,12,154,149,39,23
913,18,117,45,44,19
914,28,73,101,28,31
915,8,95,126,0,40
916,4,151,75,17,35
917,17,19,9,46,29
918,29,63,145,41,32
919,9,44,136,30,5
920,14,67,1,8,3
921,40,109,101,22,49
922,9,133,48,4,33
923,38,160,6,30,17
924,9,53,78,18,2
925,52,177,142,35,31
926,52,50,160,5,49
927,41,156,69,40,18
928,11,173,48,29,9
929,22,36,41,2,9
930,41,12,127,28,27
931,45,14,152,26,16
932,59,142,197,2,7
933,27,128,88,37,28
934,30,79,44,40,42
935,6,40,89,48,39
936,33,68,121,7,24
937,53,41,7,6,15
938,22,144,119,10,9
939,26,41,150,33,16
940,6,142,113,6,45
941,33,81,151,6,49
942,10,87,104,5,10
943,37,147,6,16,22
944,1,37,79,1,3
945,44,63,112,9,37
946,15,135,97,49,2
947,23,165,142,41,29
948,12,34,98,21,7
949,18,129,153,4,46
950,47,62,168,15,41
951,49,43,156,44,46
952,16,67,81,26,45
953,27,86,58,7,29
954,56,138,37,12,42
955,48,114,9,19,1
956,28,121,77,7,45
957,9,30,133,40,25
958,20,146,118,46,12
959,33,82,56,12,41
960,57,141,144,7,30
961,26,171,118,42,14
962,29,74,178,10,1
963,29,109,61,46,14
964,1,179,181,35,31
965,17,143,125,1,5
966,44,114,82,45,6
967,17,77,69,14,41
968,32,123,76,43,30
969,17,150,119,37,34
970,37,74,61,2,32
971,12,127,61,47,1
972,11,134,110,47,17
973,28,100,98,29,39
974,21,147,93,27,1
975,2,68,34,17,37
976,57,115,172,10,44
977,20,143,35,0,6
978,60,118,142,8,33
979,20,136,38,38,45
980,36,115,9,41,15
981,49,59,70,43,42
982,48,22,43,8,8
983,33,78,186,8,28
984,17,102,164,34,16
985,53,163,56,25,32
986,17,56,113,37,6
987,19,137,115,36,21
988,5,144,195,35,27
989,14,50,11,39,32
990,14,178,172,20,10
991,39,18,104,34,24
992,16,146,104,7,19
993,49,111,133,26,19
994,4,75,98,19,13
995,10,72,36,4,44
996,51,172,115,21,46
997,24,144,100,2,8
998,30,110,144,6,37
999,31,120,180,49,23
1000,46,75,31,33,15
1001,24,143,174,39,40
1002,27,76,54,16,16
1003,32,135,11,7,47
1004,8,71,70,5,49
1005,29,119,152,48,16
1006,16,98,76,22,37
1007,5,47,68,6,35
1008,20,111,125,17,21
1009,15,56,1,21,23
1010,15,36,197,18,39
1011,59,55,126,6,9
1012,20,91,194,17,40
1013,9,80,54,49,43
1014,28,155,140,25,33
1015,39,53,118,49,9
1016,50,51,74,8,47
1017,44,61,129,40,3
1018,7,25,11,47,36
1019,23,128,19,40,47
1020,24,155,25,8,34
1021,16,132,132,16,31
1022,56,121,51,7,21
1023,22,72,140,17,6
1024,59,90,47,1,40
1025,23,64,172,47,28
1026,19,83,65,20,40
1027,12,33,81,25,19
1028,51,34,93,33,49
1029,26,130,113,35,10
1030,49,15,193,42,9
1031,56,176,191,19,7
1032,33,148,143,49,3
1033,59,151,51,49,3
1034,59,43,190,43,43
1035,41,124,73,49,5
1036,39,110,178,40,26
1037,2,113,47,25,47
1038,52,88,129,28,23
1039,57,167,33,0,10
1040,57,56,122,10,5
1041,17,84,56,47,32
1042,59,29,14,49,26
1043,11,162,105,18,12
1044,5,37,70,45,48
1045,41,22,79,23,19
1046,8,58,194,15,13
1047,59,32,78,38,22
1048,41,84,151,7,29
1049,20,152,38,29,34
1050,27,137,141,28,44
1051,57,57,79,30,33
1052,27,63,14,26,21
1053,55,60,130,17,16
1054,30,36,181,4,49
1055,34,59,27,35,12
1056,42,134,144,3,14
1057,24,132,0,43,20
1058,12,102,31,20,4
1059,29,112,160,1,37
1060,60,172,123,7,48
1061,56,24,80,46,24
1062,46,87,160,1,19
1063,9,130,196,13,29
1064,58,50,139,5,11
1065,14,144,18,28,45
1066,19,67,118,0,47
1067,41,131,61,3,43
1068,46,105,113,16,9
1069,54,107,29,47,31
1070,57,15,50,32,8
1071,30,30,88,21,1
1072,11,101,153,6,12
1073,22,34,95,39,38
1074,44,117,36,16,21
1075,32,148,30,1,13
1076,36,177,77,42,11
1077,37,54,14,3,3
1078,5,178,167,17,9
1079,19,125,99,3,33
1080,46,111,128,9,14
1081,37,128,152,28,31
1082,40,122,156,9,38
1083,20,106,177,12,27
1084,23,35,71,5,37
1085,15,28,80,23,29
1086,33,50,137,23,13
1087,3,152,177,16,43
1088,44,26,108,21,13
1089,20,118,198,10,13
1090,5,100,125,0,23
1091,36,129,56,24,8
1092,22,176,50,34,46
1093,17,75,151,33,1
1094,47,112,26,41,49
1095,39,130,31,20,15
1096,17,101,118,21,9
1097,57,169,154,24,49
1098,6,65,158,45,20
1099,50,162,199,1,13
1100,16,63,139,41,4
1101,2,150,109,17,37
1102,15,55,79,18,21
1103,6,51,199,23,8
1104,41,126,74,40,22
1105,2,118,41,8,44
1106,52,129,162,4,19
1107,55,33,41,6,27
1108,3,68,78,34,27
1109,5,164,1,25,40
1110,26,145,116,40,34
1111,22,140,151,19,33
1112,37,24,36,40,35
1113,10,170,190,30,11
1114,24,98,7,43,49
1115,38,73,9,35,21
1116,53,62,41,32,9
1117,15,58,120,18,15
1118,38,71,92,33,20
1119,44,28,129,7,41
1120,13,154,75,34,17
1121,32,66,169,16,48
1122,42,66,103,11,44
1123,5,79,48,33,9
1124,44,80,75,31,18
1125,13,32,6,16,1
1126,11,13,167,32,39
1127,34,17,127,39,28
1128,34,141,134,29,48
1129,52,122,183,14,6
1130,55,54,24,26,35
1131,50,146,8,1,28
1132,9,62,192,21,34
1133,27,40,108,4,13
1134,42,12,127,19,33
1135,30,119,77,35,19
1136,35,35,18,2,33
1137,3,12,165,39,46
1138,44,168,82,8,10
1139,24,99,27,17,12
1140,57,11,75,6,24
1141,40,66,12,21,13
1142,29,38,47,38,35
1143,12,121,196,42,41
1144,37,29,50,17,30
1145,20,70,76,5,27
1146,2,12,5,2,8
1147,8,121,80,41,39
1148,16,92,195,29,7
